ONTOTERM,right atrium auricular region,esophagus squamous epithelium,skin of leg,uterus,frontal cortex,esophagus muscularis mucosa,subcutaneous adipose tissue,right lobe of liver,transverse colon,upper lobe of left lung,spleen,amygdala,sigmoid colon,skin of abdomen,cortex of kidney,substantia nigra,anterior cingulate cortex,left ventricle myocardium,caudate nucleus,gastrocnemius medialis,tibial artery,dorsolateral prefrontal cortex,fibroblast,prostate gland,nucleus accumbens,gastroesophageal sphincter,venous blood,breast epithelium,C1 segment of cervical spinal cord,putamen,K562,omental fat pad,tibial nerve,adrenal gland,thyroid gland,Peyer's patch,stomach,ascending aorta,lymphoblast,pituitary gland,left ovary,vagina,testis,cerebellum,anterior lingual gland,coronary artery,Ammon's horn,body of pancreas,hypothalamus,urinary bladder,endocervix,fallopian tube,ectocervix
ENSG00000127564,-0.3548671367,1.0456302638,0.6174350739,-0.3040997329,0.6733800177,-0.2738681719,-0.015678551,-0.0508305573,0.4518172631,0.4338637295,0.8850047723,0.4014009197,-0.3096699193,0.6193826527,-0.0496119734,0.4237910834,0.5306429823,-0.4283781795,0.2374171107,-0.5827888226,-0.4973835684,0.5748340644,0.6086537262,0.3748181672,0.121698537,-0.2832529311,0.1050630405,-0.0525426836,0.6382051634,0.2611961074,1.8271815436,-0.1200129725,0.1147525268,0.1749162061,-0.0365466652,0.5123955866,0.162068073,-0.0779523785,1.4135153233,0.3654622304,-0.4027674753,0.452856981,1.9671253849,0.9581263903,0.4156463464,-0.0175801513,0.4497395296,-0.1479141001,0.2910442401,-0.1061331466,-0.4350259855,-0.1809611729,0.0005117372
ENSG00000138669,0.0067704075,-0.2988619095,-0.0168590786,-0.5946040371,0.0569026974,0.4636949622,-0.1090705511,-1.6909633513,0.1029054519,-0.148786105,-1.1348103217,-0.0091787601,-0.0670122885,-0.1460173774,-0.7354764897,-0.1110462691,0.0928818984,-1.8221350296,-0.2909090365,-1.8295746343,-1.5294109347,0.1257247325,0.2106384492,0.200195783,-0.2455063295,0.3025144902,-1.9239163177,-0.2834753808,-0.4945441173,-0.4361776031,-0.2288890179,-0.9586360646,-0.1434565859,-1.6435585707,-0.8941982383,0.4798342892,-1.0319551533,-1.1107731082,-1.5927301179,0.3136650974,-1.3182400261,-0.1371342141,-0.0010782346,-0.7165404404,-0.4470131238,-1.2569669714,-0.0754882885,-0.6437659649,0.0787053922,-0.3295074279,-0.3145086114,-0.8965696647,-0.3630421748
ENSG00000076984,1.0429172089,1.2797177979,1.5063459884,1.5801716777,1.2074121038,1.4278874701,1.3688586515,1.0492025553,1.3243293384,1.3874637134,1.45753981,0.9988821574,1.4185825662,1.4769520015,1.0824514696,1.0946686395,1.0376920987,0.8967957753,1.0268892566,1.3768342718,1.3772212315,1.148322727,1.2624961664,1.4461285339,1.0099477368,1.4018826291,0.9074322351,1.4047603539,1.1351474924,1.0198286569,1.3730524259,1.2429815848,1.4454445784,1.2066460314,1.4679775374,1.3656742756,1.1764362485,1.313888294,1.3130467029,1.4973071591,1.46583171,1.4609362076,1.4249218301,1.642031677,1.3257596433,1.3043318491,1.0438555491,1.0104894645,1.1026009286,1.498597544,1.5268090741,1.5133319748,1.4960387991
ENSG00000030304,-0.2543341622,-0.2843316722,-1.0631780388,-1.8218352862,-1.7365405778,-0.6081630782,-1.6721959621,-1.6193679317,-0.1904833385,-0.0407208464,-1.8313390218,-1.2522075702,-0.2437315165,-1.1274658564,-2.1963616218,-1.3695726137,-2.0043985997,-0.744593922,-1.0356722182,0.0105793803,-0.606210159,-2.0121625447,0.1172475383,-1.5367215558,-1.4839704254,-0.3595332743,-2.8258128422,-1.5175072533,-1.322138324,-1.2187059778,-2.5086011231,-1.4528149579,-0.7617472249,-1.2333480032,-1.2109574347,0.2373755684,-0.2939305889,-0.5654028396,-2.5548901635,-1.1339648623,-1.222590196,-1.4214392525,0.1174763177,-2.4314616527,-1.1137706875,-0.269124132,-1.052593741,-1.8069941409,-1.1493552518,-0.0493655706,-0.8315050534,-2.3784893429,-1.0250623426
ENSG00000134072,1.0723629575,0.8664052846,0.9172444534,1.6417616358,1.7328441967,1.5948074889,1.6305739386,1.273980839,1.2140031269,1.4575554548,1.2627712679,1.5148090576,1.5380329983,0.8602659484,1.2122745549,1.2443819562,1.5941282876,0.8238979358,1.6392411639,0.4429310507,1.6434820472,1.7189584677,1.1906415993,1.6192569089,1.6515169082,1.6290009652,0.8280987686,1.5442754653,0.9158200461,1.5529684014,1.0323595738,1.6881099028,1.5597510832,1.899837519,1.4311415359,1.1636340641,1.1231791451,1.6402701631,0.2547571844,1.441604805,1.6629984782,1.2635347035,1.663112271,1.5784699612,0.9924564929,1.6417311158,1.5388897101,0.58548984,1.450921618,1.4136301749,1.5371043217,1.6512639265,1.4143192058
ENSG00000108443,0.7296852903,1.1432052761,1.0338799682,1.196538275,0.8018710841,1.0421326436,1.0979069423,0.7476079918,0.9297882252,1.081813174,0.9989960128,0.6433856526,1.0849826307,1.043732231,0.6786286401,0.7507165254,0.7371016818,0.5349209142,0.7148059417,0.9937365029,1.0924177145,0.8425841485,1.1505523988,1.1208662245,0.7004494527,1.0443501817,0.2601255575,1.0929484291,0.8336403607,0.6506980556,1.2042403982,1.0640828146,1.166765843,0.9845572355,1.174517038,0.9568002837,0.9122950253,1.0271080284,1.1983103816,1.0756417893,1.1938589715,1.2015175072,0.867263036,1.1757983849,1.0414225691,1.0449427169,0.7198508776,0.7934515773,0.7555096641,1.0935984978,1.2351712298,1.1227516015,1.1732543716
ENSG00000137948,-2.4190630648,-2.505546781,-2.5395780314,-2.4596975108,-1.8178665045,-2.2134336261,-2.2215846513,-2.4137354871,-2.5259814096,-1.5808223534,-1.9561887572,-2.2872476671,-2.3953993468,-2.476707945,-2.4351102315,-2.4182547551,-1.9030054964,-2.7530865782,-1.8571594274,-2.6639291094,-2.5604877916,-1.7470688137,-2.5713229769,-2.0143173116,-1.8556103455,-2.42646766,-2.4448958382,-1.8568481335,-2.6882327936,-1.9578429764,-2.4408261452,-1.9766690717,-2.4568553465,-2.3880328878,-2.2847440927,-2.0243251308,-2.3180962882,-2.2524827714,-2.34193053,-2.2395945744,-2.2554342229,-2.3462744305,1.765742187,-2.3270671575,-2.3247537389,-2.1844768284,-2.4305217935,-2.4322516644,-2.4956754104,-2.1113119182,-1.1638346602,-1.7637819874,-1.8441433059
ENSG00000132964,0.6720861417,0.898208934,0.8274071282,1.0315445071,0.7350108907,1.0949090282,0.8375241404,0.6558543229,1.0944701757,0.9420499811,0.8539591534,0.6332006604,1.3949117191,0.8361564191,0.6372303272,0.7447492648,0.7557836809,0.5083138858,0.6803396671,0.6524334072,0.9467859392,0.8134685879,0.8792167814,1.0165424695,0.681431078,1.0208173221,-0.08811282,0.8146238272,0.6890125048,0.6224465777,1.2956202009,0.8129791786,0.9166734777,0.8468070973,0.8712429606,1.0510874591,0.8890742393,0.9174320847,1.0576815523,0.9429896801,0.8107353517,0.9216925668,1.2156640271,1.2310137207,0.7709098981,0.9575294774,0.7039919681,0.6721279144,0.7781746505,1.1744417774,0.9220322758,0.9397494241,0.914338475
ENSG00000173846,0.992814397,1.4358770441,1.4482854133,1.3581207522,0.8231309727,1.13073556,1.2939816048,0.6616428631,1.0301609912,1.6525768526,1.3638966696,0.6430562936,1.045693271,1.5774730173,0.9213413277,0.8540659385,0.6765471441,0.6985168573,0.746279594,0.4818903369,1.3322397409,0.7017614266,1.3973304438,1.1474820906,0.7794774276,1.1945784329,1.3501239134,1.3463287388,1.0264465609,0.6029028737,1.0960532291,1.555457285,1.4145154791,1.1179362793,1.3605259673,1.2335777321,0.9735472817,1.6879051478,1.191067659,1.344042379,1.262366891,1.3328622693,0.8368241603,0.7291698359,1.1428379442,1.4757941937,0.6951169606,0.7962847283,1.0071160378,1.1059139476,1.2298730839,1.5756933763,1.3813664421
ENSG00000126562,-1.0369489464,0.7022801512,-0.535344182,-0.6641346943,-0.6393816885,0.3287101369,-1.0053629818,-0.7371340681,0.7586770894,-0.682125999,-0.7165672391,-0.5936319689,-0.4599095455,-0.3740094877,1.0245778913,-0.4389144117,-0.8219630731,-1.4789118865,-0.8439115945,-1.4948332031,-0.9711906753,-0.7841822479,0.5300534978,0.9888594547,-0.8090534741,0.1641470427,-1.8660668327,0.1061426721,-0.210485191,-0.7216160934,1.0826629771,-0.0059203582,0.5188155621,-1.0142873505,-0.9291730857,0.6294190372,0.2314694896,-0.8628657041,-0.9353789706,-0.1911388543,0.5923230401,-0.0650016946,-0.0896585918,-0.5290859612,0.1169025352,-0.9148583542,-0.1618537934,-0.5800486797,-0.6099300921,-0.4078889572,-0.1029296821,-0.2153869682,-0.0752123429
ENSG00000142875,0.792342088,0.6346126349,0.4904252072,1.0989894934,1.7416044567,1.1749905628,0.9067006426,0.4737960339,1.2566990955,0.8389785678,1.1439945616,1.55456626,1.2103433513,0.4312267597,0.6470349922,1.665343884,1.7364465591,0.4765677388,1.5984452477,0.3293072799,1.3353498846,1.9039777592,0.9664566844,1.0785913758,1.7542242479,1.1314548517,0.2467131074,0.9056727883,1.8053496321,1.5230566934,0.63113648,0.8463860221,0.8638314509,0.8573832015,0.9572775512,1.0046794289,1.0812818928,1.1942555981,0.7942032176,1.4291331501,0.8676543052,0.8545625193,0.6819199625,1.9386937955,1.0161524733,1.1749103764,1.6462653111,0.471142777,1.8075525901,1.3545914872,1.059693313,1.0282221294,0.9188288426
ENSG00000160867,0.0881358742,0.4646599423,0.3315773646,0.613250976,0.1507500878,0.4431424172,-0.2857031214,1.5774510953,1.1870477289,1.8460314147,1.4186999457,-0.1291325713,0.5576073228,0.2924322943,1.3425837603,-0.2613357585,-0.0409157795,-0.2049455437,-0.132235571,0.282157164,-0.4529736223,0.0240212991,-0.3142805895,0.6852731114,-0.0965727614,0.4567844546,-0.7394733405,0.3106570668,-0.2446867137,-0.2216762027,1.2316848747,0.084531515,0.6564500457,1.0985430725,0.163340933,1.2792541292,0.7832250925,-0.3144324388,0.3232274394,0.4424094365,1.4538117107,0.5704733426,0.997753703,0.9342583506,-0.0828494747,-0.09816282,-0.1655908672,1.1894424932,-0.0171755973,0.6163355071,0.5884534429,0.9016691337,0.4154515006
ENSG00000204580,1.3471803434,2.0866336203,2.0511034743,1.5088302701,1.7317785421,1.2635228643,1.2491178159,0.4334533655,1.6849667596,1.6186868504,1.0748364232,1.7095276586,1.3554419547,2.0768126576,1.704552247,1.910558685,1.6381200081,0.7269364742,1.7045141378,1.2475998134,1.3312795528,1.6042067367,0.9063622751,1.8898025016,1.7211784581,1.2902143412,-0.2378652245,1.7334536591,2.055206039,1.5656490057,1.3492590163,1.2686443117,1.6461503727,1.6168235723,2.0353637467,1.6731973622,1.6444675344,1.178090138,1.0816275036,1.9168793905,1.6427497621,1.9259451174,1.377955319,1.4917678667,2.0767999253,1.2344428868,1.690697337,1.6315696202,1.8142655614,1.8006276546,1.7065916985,1.8633034312,1.6989530956
ENSG00000123572,-0.794501375,-1.3238516041,-1.1739518919,0.0372709871,-1.9138806955,0.1871830533,-0.6431198054,-1.5875620816,-0.7620217946,-0.73915671,-2.0642521283,-1.8247872536,-0.0898839032,-1.2207926164,-0.0195658317,-2.1302291988,-2.1709247201,-0.3795420478,-1.660893564,-1.4394397167,-0.0262848468,-1.9825083832,-0.2074671701,0.0190636275,-2.141371885,0.0714667172,-2.7719727983,-0.3851283594,-1.6400022958,-2.3677548239,-2.6380833854,-0.3117399417,-0.5355593074,0.9153265034,-0.6716365792,-1.0034684389,-1.0735329342,0.3631332186,-2.4314384305,-0.5949595349,1.3060675494,-0.5639197939,0.2363838959,0.2681206957,-0.857578462,0.1874735726,-2.048515983,-1.1042846938,-1.6786232243,-0.619004638,-0.1282387795,0.0350097881,-0.7462224689
ENSG00000141639,0.9787498962,-0.3680607427,-0.0028382578,-0.1626090712,1.4168464178,0.4546566286,-0.4544386248,-0.3159643673,0.0290941803,0.2384156514,-1.2364757434,1.22138051,0.6978709583,-0.1565344354,0.0677841553,1.2590426415,1.2857201436,0.6898543469,1.6299509398,-0.239196687,0.9547902266,1.384372578,-2.0005369898,0.6439847426,1.5860425802,0.4269099725,-2.008919996,-0.3546696745,0.8393559173,1.4905534588,-1.8066001916,-0.7248797697,0.2456573686,1.1918251593,0.4774425607,-0.1390558991,-0.2745939631,0.322961279,-1.4768493831,0.9084725186,0.1198369622,-0.0978462143,0.4731775562,1.41762754,-0.2627017631,0.637522345,1.0153913725,-0.6097791309,1.2938122384,0.5314684521,0.1463984069,0.0296695256,-0.0955168212
ENSG00000140443,0.7227911826,0.7961739786,0.9825703837,1.1638479655,0.7495179571,0.8998142074,0.8433316511,-0.4059893032,0.8178705986,1.0082736408,0.7161117402,0.4544787094,1.0441545753,0.9788978689,0.6742235701,0.5122606301,0.5781244805,0.4771568335,0.6237479595,0.4122754028,1.3030912534,0.693748362,1.0597061358,1.0926350314,0.639686107,0.8003433908,0.4930560481,0.9913913361,0.6131072866,0.4911616844,0.4104281685,0.7526194547,1.0294058529,0.9415985987,1.1742322555,0.7625423548,0.7885039682,1.223930105,-0.2084295111,0.9921242514,1.1797437374,1.032064496,1.0434732286,1.0338757586,0.9205989855,1.059787325,0.4891393376,0.7380925287,0.5863216273,1.0952173757,1.1394963656,1.1764794367,0.9457760423
ENSG00000105397,1.6667700394,1.8261335595,1.9690247113,2.0796356176,1.8330143646,1.8443702745,2.00525423,1.8854578718,1.9277243264,2.1885894954,2.4410090442,1.6077950133,1.9068497771,1.9394321284,1.8922310714,1.6766024106,1.6486038258,1.524035291,1.6302635677,1.4558571508,1.8211373097,1.6845197495,1.7905937958,2.125799771,1.6500500339,1.879363224,2.067331266,2.0206254991,1.7774677353,1.561482599,1.8919025751,1.9429056577,2.1626072835,1.8823685379,2.1553772603,2.0855204273,1.7960172343,1.9034728679,2.1956897175,2.1758988246,2.0582594087,1.9841671799,1.7014691557,2.1965475466,1.9314166634,1.9378091678,1.6299484158,1.6378450928,1.7039090699,1.9440617672,2.0793496676,2.1115748897,1.9840585817
ENSG00000177169,1.2513495155,1.3775984242,1.7776007632,1.737336342,1.5276248765,1.6240484044,1.4757420959,1.2822495814,1.3828848117,1.5284035518,1.6383086228,1.0758767771,1.5880385851,1.692205627,1.1907285997,0.9907372469,1.2456084346,1.1591182349,1.4206817916,1.6348067894,1.5780292352,1.3632292381,1.078688425,1.6478041799,1.5691284995,1.6172205937,1.2793090574,1.5237499346,0.8514307304,1.3186367413,1.2831162752,1.3069295225,1.5290864138,1.5240520529,1.6601678667,1.4551891404,1.4165309478,1.5540162495,0.9119149481,1.8526761744,1.8155864746,1.6349630708,1.5542038196,1.8366383292,1.4506361799,1.4828201909,1.1744441569,1.5067638717,1.157377003,1.6337734057,1.7583764089,1.7182370976,1.6879655077
ENSG00000159792,0.87403886,1.0929700802,1.0862793202,1.3174461955,0.7605749329,1.3241094259,1.1107400983,0.7962588201,1.186657671,1.1440144667,1.0942686626,0.7672608249,1.2306628751,1.0148469198,1.0601507133,0.8561097647,0.7412330468,0.7873049116,0.8188717342,0.7348056283,1.2835289148,0.7069018847,1.266100649,1.2077741853,0.8070117357,1.2960743252,0.3802533187,1.1385203336,0.9262908693,0.7430776813,1.0111778125,1.0628981012,1.2725082623,1.1909263391,1.2606823306,1.1632561465,1.1295840825,1.2615515152,0.9212752903,1.1631807516,1.2576390134,0.9796408331,1.4490558676,0.8379802785,1.0465001322,1.2498262836,0.7684417773,0.9880723972,0.8012897193,1.258084618,1.1376676009,1.3218949368,1.0733826718
ENSG00000055332,0.4404108626,0.5887044423,0.4782090751,0.9889225103,0.6574148186,0.8081438875,0.8399072919,0.3526300947,0.7400870167,0.8612483899,0.7708922066,0.5800029032,0.8392520627,0.421427911,0.4706425572,0.6320177539,0.6661347678,0.2675038978,0.6350097956,0.2144384138,0.8008764823,0.7601409775,1.1352358554,0.816157939,0.6528922658,0.7963548539,0.5080865565,0.7969863286,0.6565459163,0.5249208636,0.9365357071,0.7828068025,0.91521251,0.7491460883,0.8342960788,0.7801081096,0.560615861,0.8337466248,1.6163130445,0.8679007005,0.8961385855,0.7943948594,0.4625636051,0.8549649502,0.6968193092,0.8067601326,0.5634715283,0.349031691,0.7822708629,0.8771010737,0.9624380482,0.9465887978,0.9275938158
ENSG00000123815,1.1021369049,1.2539518631,1.4368301484,1.6129218039,1.2314747175,1.4157332883,1.325184118,1.0987225445,1.3183682066,1.4480834007,1.4372242323,1.072143562,1.4033375479,1.3858937779,1.14699564,1.0973023887,1.099244397,0.9760051172,1.1495542938,0.9053138074,1.4057346664,1.159319566,1.3004675743,1.5749338581,1.156334829,1.4274730307,1.1028723422,1.3635641291,1.0832609536,1.0374606327,1.1444248731,1.2654737136,1.7428308093,1.4361290132,1.5829179368,1.3775306159,1.313854342,1.4780528754,1.3073862141,1.8585907123,1.546990411,1.4494364975,1.5089102982,1.5064067438,1.3453096292,1.4064685209,1.0481570547,1.0166317462,1.1600286364,1.5868428289,1.6225742802,1.7484424142,1.5008552648
ENSG00000117650,-1.4440518639,0.5054829831,0.0323887925,-1.2997119826,-0.2420272107,-1.5631237057,-0.9586908981,-1.0335858727,-0.0793056005,-0.3435671948,0.0846067592,-0.6781075553,-1.3958711824,0.0623487587,-1.0619095429,-1.2051060932,-0.4386321463,-1.7012494216,-1.1289586232,-2.1516240258,-1.3938221842,-0.1684766049,0.3539916737,-1.065441819,-1.1082712821,-1.5022491448,-0.769149489,-0.9957692457,-1.0176215494,-1.4316377849,1.7357806638,-1.018492455,-1.1656789922,-0.4691511827,-0.9810353344,0.0104111586,-0.6687149351,-0.9422070705,1.3317794859,-1.1887921985,-1.3931672214,-0.1240330372,1.5257178097,-2.0434968305,-0.4095622557,-0.9870644693,-0.408167286,-1.5956636255,-1.1403972923,-0.8226609267,-1.6614499147,-0.3920855542,-1.2124719887
ENSG00000168078,-1.0919127988,0.6538981394,-0.0044925086,-1.3462759147,-1.3862152622,-1.2129019836,-0.9545970493,-1.1186244419,0.0127301956,-0.3752975087,0.0157359611,-1.3351454545,-1.3619185423,0.0516218649,-0.8725072122,-1.3806196283,-1.3901732453,-1.4578232446,-1.3665610025,-1.3077868893,-1.3051080863,-1.5552400832,0.711449706,-0.8958273059,-1.2294011187,-1.2341736618,-1.2658562281,-0.9489844163,-1.1282509182,-1.484064583,1.8642194237,-0.5312496722,-0.6226570551,-0.4750079915,-1.073045638,0.0442410429,-0.5052583798,-0.844471386,1.3452352439,-1.5049615078,-1.5800734203,0.0350235177,1.5125658973,-2.1189854581,-0.3524377122,-0.7735152943,-1.4245347865,-1.0104811353,-1.3941204155,-0.6594296286,-0.7593556667,-1.3408167514,-0.8337720266
ENSG00000136021,0.8047431384,1.1541052469,1.1188671686,1.1530425318,0.7733360239,1.1463102089,1.1683926449,0.881646526,1.1394682908,1.2348554619,1.0137346254,0.6196760024,1.1303199019,1.1129130618,0.825376304,0.6490164429,0.6968920552,0.6296872429,0.6520342842,0.8934349059,1.210360195,0.8061043829,1.19588352,1.1529024415,0.6804581404,1.125770224,0.4514545953,1.1655807425,0.7675346682,0.5218431198,1.3462302268,1.0665049608,1.2167637863,1.048168905,1.1551793285,1.1009278822,0.9835173256,1.1493389861,1.223723787,1.2166670288,1.0391141535,1.17682373,1.1643044804,1.105921197,1.1357478654,1.1377122569,0.6369246423,0.716494991,0.7749844733,1.2617237499,1.1473231523,1.1843061947,1.1618453435
ENSG00000144649,0.0947680482,0.2797736962,0.3190734361,1.1663982233,0.4056149846,0.7007682204,0.6108156092,0.6805043043,0.3264448197,0.6683156427,-0.0554488128,0.276453994,0.6441198996,0.3287154548,-0.1684641887,0.3925267435,0.3511322687,-0.7905868826,0.4825582649,-0.1980646499,0.8611394742,0.3533713632,-0.4176774727,0.5501157591,0.4392533219,0.8600400598,-1.8203431661,0.6480126406,0.1972995751,0.2856828018,-1.4544685193,0.6799706809,1.1264805557,0.3151153567,0.5100312242,0.3795409063,0.3711554582,0.7075146169,-1.5912204175,0.6306367408,0.9926200705,0.6756783121,0.7810704878,0.5952796744,0.1862445221,0.7290168423,0.1695658959,0.0002867995,0.4021323885,0.533117436,1.1509806636,1.3443999848,0.9876894602
ENSG00000178093,-0.5779526525,-0.0595079997,0.3157143884,0.0535744622,-0.1991863429,-0.0933285905,-0.038046296,-0.1187601643,-0.0136952128,-0.1769243324,0.2872528564,-0.3121477417,-0.1198155304,0.1805292393,-0.0061097937,-0.2070674443,-0.3139716895,-0.7111720179,-0.2162215609,-0.7193600999,-0.1490630402,-0.2657653746,0.1741353872,0.1492154526,-0.2278142397,-0.1242313441,-0.5045391563,0.0290895882,0.0249308031,-0.2867223079,0.2144408686,-0.2799317656,0.2017487874,-0.007134174,0.1709712852,0.1416552271,-0.0292692163,-0.1032867699,0.3094506785,0.0744593487,-0.0515534399,0.0102131587,2.2358603406,0.039241077,-0.0416718568,-0.1014491491,-0.2354875248,-0.1219483474,-0.2700573147,0.1822703174,0.1845840724,0.1939596506,0.0057145525
ENSG00000198909,1.2295296885,1.1459064895,1.3255398287,1.5455292961,0.9834472249,1.4942697919,1.5383037035,0.8274901306,1.1940905432,1.5735619283,1.5986422935,0.6689501851,1.4584069026,1.2499747322,1.1219298724,0.8419845923,0.7593111717,1.0884827387,0.8793249096,1.0516083044,1.5467986045,0.8553737473,1.2364294396,1.4386503525,0.8231127483,1.4849708591,1.3951981934,1.4269696333,1.0679199596,0.7471694069,1.0194789348,1.4118332796,1.5885527216,1.059698117,1.412726304,1.288871381,1.1228810887,1.524463771,1.1241799197,1.2709410459,1.4466242717,1.3462362375,1.4390675054,1.4119688767,1.2082380713,1.5061926148,0.7322741008,0.7916948411,0.8705082632,1.4707455874,1.4947794787,1.4662027068,1.3740163114
ENSG00000027644,-1.2123001763,-1.7104503416,-2.3640124484,-0.1054774358,-1.6032480534,-1.3143420447,-1.4803847255,-2.2337957592,-1.4632188845,-1.7234660588,-1.461240562,-2.3151195782,-0.9568498578,-2.1970533575,-0.0824063998,-1.6296622027,-2.2324664395,-1.2647141535,-0.8996970598,-1.8870965294,-2.0304146084,-2.1551250621,-1.7848249676,-0.3196860296,-1.0039106416,-1.2634285416,-2.3103219527,-0.8059200015,-1.6259486047,-0.9709853487,-1.0246489086,-0.4927712818,-0.8237700329,-1.0229085127,-0.9494504718,-1.4142079636,-0.2674287479,-1.7146803928,-2.3728484615,-0.3061497125,-1.7717873113,-0.8280363499,0.355085679,-0.2114615091,-1.5752006205,-1.5891188925,-2.0206777886,-1.1674320884,-0.6778916529,-1.8772153262,-0.2437740924,-0.6144684506,-0.9889529973
ENSG00000162733,1.0780394514,0.7888926324,0.9125551899,1.4194266723,0.484095795,1.5763539773,1.5365616132,0.0512440628,1.1883865771,1.163913285,0.356899338,0.3924072084,1.6510596469,0.7965249817,0.3032375472,0.6491093964,0.5664394372,0.5669104183,0.401306955,0.3196740158,1.5538454931,0.4540477133,1.887669617,1.125340734,0.2407597008,1.5688310133,-1.2918474044,1.3020300774,0.9767715948,0.3149051915,-0.1307149657,1.444168635,1.4350058752,1.7111836711,1.1317726206,1.0867169697,0.9121455642,1.5067784799,0.0181568907,0.6363985116,1.3782261514,1.2407266632,0.4903327996,0.5473585015,0.9098314114,1.5008549455,0.4941536406,-0.0077714993,0.6276868191,1.3429349603,1.4709605021,1.3279276173,1.2605079208
ENSG00000152256,0.8350139545,0.7269872139,1.1653963427,0.6350231614,0.3191230449,0.5849144127,0.8203057902,0.5203180316,0.6895840973,0.6356212676,0.9205074586,0.1230716871,0.5027716981,1.1220350492,0.3371747775,0.2007394768,0.2254624007,0.6066545739,0.1575146348,0.5042053273,0.9674187048,0.3293739075,0.8426664461,0.5983720736,0.2248661938,0.6421653163,0.3786842999,0.7750472991,0.2815714161,0.0644756717,1.4813329252,0.7107212731,0.5552490683,0.7838918237,0.5552842617,0.6300956972,0.5029638902,0.7252586432,1.4599712761,0.5741502904,0.9685493024,0.8558229009,1.1678320023,0.5642541244,0.9104925822,0.6324160583,0.115471164,0.1975437285,0.3032502769,0.7633050303,0.738253488,0.5835827687,0.8303812249
ENSG00000062524,-0.0948851749,-0.4821437424,-0.235811894,-0.5230207094,0.4500054389,-0.3678896065,-0.3955972291,0.1008001657,0.6486407116,1.156524833,0.7675918205,-0.510973184,0.3271540229,-0.2465466672,0.3156243737,-0.9254601267,-0.0324104127,-0.3017153621,-0.0171164555,-0.4951790819,-0.8425452062,0.2447841813,-1.2010224931,-0.3311546701,-0.1471940246,-0.3987728301,-0.2176449558,-0.2618527089,-0.7882710473,-0.1429290423,0.7639977881,-0.1016431611,-0.6027996663,-0.1958998926,-0.0211984679,0.6994222527,0.3632884242,-0.5842945244,-0.2468825774,-0.0569801947,-0.7008734286,-0.0795783546,0.6171018201,0.2899294077,0.2428731875,-0.2261788872,-0.6759807717,-0.7619222433,-0.8542746106,-0.6910238659,-0.0021222593,-0.0213550678,-0.2263594995
ENSG00000135333,0.1519414305,-0.9549114448,-0.7574982599,-0.631880871,0.0550916434,1.4718430559,-0.710754053,-1.7473861692,0.5567770028,-0.8087021424,0.3494666341,-0.1987966673,1.1406508216,-0.7232409721,-0.1504704057,-0.1756800498,0.0941828567,-0.4722309701,0.3547296042,-1.3534740999,-0.5992042616,0.1785659284,-2.0209735757,0.6430539541,0.4842222384,1.1281978013,-2.6467495594,-0.6313301975,-0.3554737793,0.1974684396,-2.555790366,-1.2912421681,-0.2923061903,-1.4610912079,-1.0966295561,-0.0252272949,0.1101514267,-0.8175990815,-2.2441625654,0.0246777085,-0.1946473647,0.1364422041,-0.049492798,0.8188018663,-0.0067337672,-0.7112930219,0.1282276678,-1.4711352144,0.0315736426,0.825721934,0.030396507,-0.1741578983,-0.1037299198
ENSG00000004660,0.4402570618,0.721080873,1.1610379328,1.2298430054,1.7176986637,0.7357616578,0.7536315292,-0.4111957555,0.7499899827,0.7432514486,0.9432686738,1.0345413727,0.9378441122,1.0953873023,0.2545409294,0.7228633251,1.342944132,0.1300190272,1.2870705918,0.1232327108,1.1588334994,1.642960022,0.6266129849,0.914081494,1.3083555582,0.7839148516,0.7074596153,0.7198841376,0.3720911388,1.1945727576,0.6100863096,0.6930289634,0.6197267697,0.9073662703,0.9415355249,0.7679406044,0.4045659378,0.6269504736,0.2962779424,1.3783966619,0.8710131877,1.1202318794,1.0981762149,1.7128150328,0.9512985743,0.6571252643,1.1100226715,0.6782459392,0.9067357513,1.1647887499,1.17426534,0.8937640589,1.1119496017
ENSG00000110931,0.953110273,1.1537977297,1.2186091234,1.4554260042,1.9470147069,1.3515771136,1.408776268,1.0652173536,1.2848345712,1.399084841,1.5645836451,1.3345248522,1.3329984588,1.1644674847,0.9711874379,0.9810229593,1.6467889419,0.7432330743,1.488957331,0.683074156,1.4126432512,1.8964692945,1.3944620697,1.4768531606,1.3899069368,1.3606549151,1.3309960853,1.3493466092,1.051187711,1.434497859,1.1524326974,1.3173538668,1.3696106882,1.1207662003,1.3054045565,1.3059761,1.1953624627,1.4283597202,1.2750055122,1.0853487399,1.4132646794,1.3197094091,0.9807823655,2.5674495452,1.2092008224,1.4058054826,1.207013462,0.8103110838,0.9187578601,1.4047063104,1.4158193423,1.527173327,1.3204931722
