ONTOTERM,right atrium auricular region,esophagus squamous epithelium,skin of leg,uterus,frontal cortex,esophagus muscularis mucosa,subcutaneous adipose tissue,right lobe of liver,transverse colon,upper lobe of left lung,spleen,amygdala,sigmoid colon,skin of abdomen,cortex of kidney,substantia nigra,anterior cingulate cortex,left ventricle myocardium,caudate nucleus,gastrocnemius medialis,tibial artery,dorsolateral prefrontal cortex,fibroblast,prostate gland,nucleus accumbens,gastroesophageal sphincter,venous blood,breast epithelium,C1 segment of cervical spinal cord,putamen,K562,omental fat pad,tibial nerve,adrenal gland,thyroid gland,Peyer's patch,stomach,ascending aorta,lymphoblast,pituitary gland,left ovary,vagina,testis,cerebellum,anterior lingual gland,coronary artery,Ammon's horn,body of pancreas,hypothalamus,urinary bladder,endocervix,fallopian tube,ectocervix
ENSG00000183049,0.8659807723,0.7757146822,1.1588781596,0.5140087144,1.3986937277,0.7211474571,0.7803233273,0.4710279249,0.7628575473,0.7479683875,0.8272206969,0.9546949407,0.7213128078,1.0959845808,-0.021899375,0.5258354974,1.2272394381,-0.1117235571,1.1086429331,-0.2622108098,0.6432331814,1.4498006997,-0.2747025709,0.6487187385,1.0632604493,0.748256416,0.7434937054,0.5471968558,0.5145305031,0.9983255898,-1.0304174394,0.6362479831,0.8042199311,0.2632310581,0.8651240375,0.6758345894,0.1546980878,0.6370304254,1.2679453774,0.4363660461,0.3412246837,0.9229941638,0.8405313876,1.4056193797,0.4930230937,0.7226498021,1.0140224067,0.7179627419,0.6863289356,0.863966129,0.8659278217,0.5465079202,0.8596162374
ENSG00000115216,1.470687754,1.9273092994,1.8625245904,1.9856401674,1.6053806411,1.8713523442,1.8289301776,1.401763966,1.7483555993,1.8308372685,1.7925871037,1.2781158145,1.8838635601,1.8302435103,1.4886747209,1.3730321357,1.4202348592,1.3436876252,1.3294569949,1.7445437793,1.936217437,1.538313049,1.8981309997,1.8468617703,1.3559875669,1.8765728688,1.3837887989,1.8042022556,1.3733715912,1.2337577198,1.5815367736,1.7564599042,1.8715149636,1.6847598778,1.8297356785,1.777830472,1.5976001396,1.9358817609,1.8113393989,1.8635540477,1.9107191372,1.9450049734,2.0367722362,1.8876559104,1.7765394651,1.8826405738,1.3052309462,1.4109230299,1.5308509632,1.8856619224,1.9845251659,1.907494647,1.9789310598
ENSG00000146904,0.1089929274,1.8839299813,1.5289711455,0.888836218,0.0970030911,0.6237016925,0.5455806116,1.0272136848,0.9216301311,1.0463421909,0.8509151014,-0.4450453345,0.7002217862,1.4988911426,0.7436789968,-0.30277333,-0.2387849736,-0.132896846,-0.4873859803,-0.1950708879,0.5015934259,-0.0948587252,0.2902490053,1.0663993622,-0.4699240545,0.6859937422,0.5837843459,0.8314594817,-0.1259374036,-0.5558541157,-0.1287118252,0.4772463829,0.4796503671,0.0891487299,1.1948678594,1.1021882825,0.7744173376,0.6715280221,-0.5269678293,0.8668240282,0.4489992384,1.5536351629,1.0887640103,0.7421820317,1.2159247327,0.6060754216,-0.5026812767,0.6752131993,-0.2909513658,0.9133316893,0.8245211604,1.1720904016,1.098925071
ENSG00000000938,0.6040929817,0.693663419,0.6838096722,1.1028411438,0.670256762,0.8380766741,1.3876805968,0.6888381806,0.7228952678,2.0454079847,2.1703864378,0.5255386107,0.7749292591,0.6659258928,0.5869204131,0.793760645,0.5533823471,0.4871093026,0.5745533082,0.2601405439,0.6341428267,0.5749687821,-1.1566187077,0.9115067896,0.4570707943,0.8555709744,2.4016622416,1.1970503149,0.8357305091,0.5368355558,-0.4501490745,1.3295027974,1.1205744148,0.805558164,1.0080635876,0.9603141519,0.5920708679,0.868190476,1.7953893153,0.4522286397,0.4290105039,0.9041815806,0.5821980331,0.4110840416,0.8547489474,1.138230901,0.5827955013,0.2588144615,0.6397981393,0.9796920784,1.0941085992,1.1846553901,0.9699387308
ENSG00000008118,-0.8935671233,-1.7528212423,-0.6608250468,-0.2520578184,1.535241791,-0.7082562361,-1.3455545577,-1.0406157886,-0.8455229953,-0.2210396865,0.6810110374,0.69411142,-0.3583297326,-0.8042959802,0.3838522641,0.2823634978,1.2686521101,-1.9596780055,1.101796852,-1.40126117,-1.1002566651,1.4607730855,-1.0952232417,0.435093702,1.3005232257,-0.6383926373,-2.368704617,-1.4236013744,-0.3586861941,1.0249111025,-2.2961644354,-1.0539322219,-0.5953019172,-0.0623923787,-1.4118321654,-0.7059362282,-1.4271870584,-1.3688318239,-1.0837432584,0.5680171556,1.1180298567,-0.5455816375,0.0246778917,0.2561004999,-1.3604060301,-0.9880100687,0.8963684169,-1.1170067805,0.8796650791,-1.1489874983,-0.4023792682,-0.3657935773,-1.4894805899
ENSG00000140474,1.3359301178,1.8663689649,1.9792471557,1.6752720632,1.790526125,1.504997604,1.5355453859,1.2996261295,1.7033374793,1.6200133738,1.9024676113,1.2595869771,1.5666454609,1.9274908012,1.5161632125,1.3371625675,1.517581798,1.1551675898,1.5131913421,1.367133734,1.3785926841,1.6335148371,1.2347402645,1.6904839083,1.3676467828,1.4947899379,0.8656169349,1.5632129451,1.2539178758,1.3854242537,1.4445036181,1.4435713162,1.6739948869,1.662886136,1.8807025503,1.8678018012,1.4603175141,1.3936396598,1.245095224,1.9830888328,1.5401440384,1.7687013783,1.6291110353,2.2670069139,1.6726184295,1.46302823,1.3422379226,1.3207754906,1.3879094434,1.5994526361,1.6985241195,1.7268465344,1.7495913458
ENSG00000132155,1.7207064818,1.7820069282,1.8871711163,1.9465471633,1.4850517839,1.801236517,1.8072546927,1.5659580447,1.7004663184,1.9055680168,1.8602014789,1.2699685284,1.7735076864,1.8570431948,1.4880458993,1.3171192592,1.3347532227,1.5811306944,1.3659131158,1.9996256471,1.9476255037,1.4080180304,1.8636150881,1.8096093098,1.3685261875,1.8070512044,1.7657724582,1.7939083866,1.3983560761,1.2587188256,1.8540166492,1.7145478165,1.9379299746,1.5766690252,1.9777489878,1.7911418817,1.7022239904,1.9165985148,1.8446375433,1.7249882531,1.9365967728,1.8587795945,1.7510252619,2.0348619581,1.7182272272,1.8883728876,1.2820874694,1.4306468803,1.3309094149,1.8569570375,1.9170116657,1.9393556376,1.8905235562
ENSG00000163491,0.110867444,-0.4460752966,-0.6958243466,-0.6144960043,0.1648122029,-0.4415083089,-0.6177530125,-0.5356254077,-0.267589023,0.0086313784,-0.3600987721,-0.1782167717,0.1877964876,-0.6143279139,-0.4518136904,-0.5392387277,-0.0750184897,-0.0598059922,0.0987555124,0.2674433338,-0.3323990192,0.1373787619,-0.0138344447,0.1118946561,0.1823698625,-0.4579314459,-2.0000890635,0.1673718347,-0.5501247898,-0.1838611213,-2.3885861006,-0.7349305095,-0.463927039,-0.6040456068,-0.3354819041,-0.1172662345,-0.2337545174,-0.435273075,-0.6370810356,0.5103656914,-0.3188933897,-0.5972922519,1.3557092021,-0.4408143033,-0.5614784129,-0.382673668,0.0616566762,-1.0215235234,0.2131839342,0.2168151829,0.0597920824,0.5893986824,-0.629142647
ENSG00000167258,0.8042215275,1.1661573031,1.3140659219,1.3363632306,0.7499239186,1.1183318822,1.2478199773,0.8989499994,1.1018705561,1.2526689915,1.2775098782,0.5231223989,1.1395516304,1.2635190131,0.8361788222,0.614001379,0.5795596282,0.5603384249,0.622822773,0.766159422,1.2405525444,0.6607977966,1.2960683021,1.2433186067,0.6123593101,1.1205975614,0.7916748516,1.25266199,0.7699138157,0.5001906782,1.4682471345,1.0972194936,1.3226364674,1.0490167627,1.3392134769,1.2336968359,0.9663384884,1.2008077706,1.479426537,1.2112985606,1.325416257,1.304319973,1.4618007494,1.1566656103,1.1791306549,1.150907833,0.5208854582,0.7275843926,0.6543375184,1.3373324649,1.3615059909,1.3475668147,1.3250336899
ENSG00000118046,1.3984358837,1.5659028684,1.6599375537,1.7058161855,1.5228700362,1.5566907748,1.5876961885,1.3137737174,1.6130459248,1.6030845865,1.7583280631,1.2880369714,1.59303956,1.6225143425,1.3941457368,1.2788937164,1.4186096587,1.2416970249,1.3150431869,1.7147087388,1.6351308749,1.4803740245,1.5543286359,1.6992381591,1.3270810949,1.5670874413,1.2783108358,1.6067645854,1.2082877425,1.2362608438,1.7219027514,1.5043196248,1.686643019,1.6046290131,1.6990139467,1.6266234381,1.4639298743,1.623710571,1.5448150401,1.6869343931,1.6562971396,1.6431044945,2.1614597712,1.8595114304,1.509807187,1.5791684056,1.3217324019,1.1884120601,1.3119078173,1.6748639964,1.7227570361,1.7422592727,1.6704605735
ENSG00000106683,0.6341646682,0.9609466081,1.0461224784,1.1003726949,1.7798195002,0.8259296803,1.043139742,0.2528364621,0.8720692087,1.1682660502,1.3428586248,1.4226748455,0.8273046067,0.9689437211,0.7815976295,1.4388658102,1.7228806222,0.4975288165,1.1083482575,0.9187121487,0.7582533167,1.7896450778,1.4309078664,1.1122390064,1.142467,0.8346594939,0.7296380207,0.9827532879,1.0041522773,1.0461234324,1.303882617,0.8407555375,1.0141704878,0.9612108189,1.1374489843,0.9726563806,0.7759144394,0.923755768,1.5614949135,1.1991462337,1.1362223222,1.175459775,1.3285885904,1.4527742558,1.1396010467,0.9307638279,1.4205587605,0.6280498256,1.5824317228,0.9886995803,1.3601889905,0.9631755829,1.3467229176
ENSG00000079277,1.38620386,1.5208045471,1.4626382991,1.6376271082,1.4220493527,1.5992268062,1.7119872147,1.202053007,1.6007982211,1.8192142586,1.956095342,1.1001902643,1.699141662,1.4379562064,1.2536204708,1.1341495227,1.1875499046,1.1859113971,1.1253998059,1.3922644139,1.5907160928,1.3009091697,1.3932790037,1.6029817211,1.1061475752,1.6397730134,1.8234469491,1.5923536594,1.132372503,0.9988929707,1.5380439588,1.6267584528,1.7637816319,1.49076501,1.5690816061,1.6395922669,1.4459400039,1.7322355635,1.3630410335,1.6171002237,1.6039685524,1.6029840099,1.4918287677,1.6848819676,1.4694762866,1.6800624391,1.0945045598,1.9589829811,1.1981305912,1.6475204346,1.6450687204,1.6491687115,1.568787753
ENSG00000160396,-0.8097381663,-1.1601919138,-0.7048959387,-0.359281616,0.5154854847,-0.41175589,-0.6238447199,-1.632742545,-0.895069568,-0.697771732,-1.1673775044,0.000876086,-0.3592332853,-0.8776466029,-1.2791366575,-1.2524405288,0.1569972983,-0.9902402904,0.5015759018,-0.5323254461,-0.4732603989,0.4034243053,-1.1015278458,-0.5857613265,0.527176634,-0.3583553021,-2.0188501844,-0.7899877801,-1.2516042479,0.4165877919,-1.7905261278,-1.034305399,-0.4165020549,-1.019971363,-0.980770319,-0.9603465407,-1.1193865232,-0.5019496054,-2.1323947591,-1.1271079769,-0.9503287204,-0.7936322536,1.1971782328,0.2634848347,-1.0914863412,-0.6590975264,0.1454591807,-1.6214778828,-0.5908183009,-0.5022351013,-0.4901897263,-0.5890855915,-0.9093213132
ENSG00000107779,0.5491416873,0.5508737004,0.6417620251,1.0227428492,0.291241934,1.0139279925,0.7948068452,0.0714081468,0.8404687725,0.6834143448,0.1654825739,0.2565935407,1.1223901243,0.6489033604,0.1981435189,0.2014846578,0.2633047718,0.2372752698,0.4125240491,0.3760744924,1.2339966172,0.3225825517,0.9339017007,0.8507405683,0.3756620513,0.97696912,-1.2194127204,0.7795497987,0.3299986122,0.2271408495,0.5511953818,0.6908088301,0.8887383282,0.5383862197,1.0205101986,0.7362146664,0.644071878,1.1060165103,0.5331618204,0.6241209867,0.8598388178,0.7928947284,0.5947351095,0.4613945564,0.7825969832,0.9526747306,0.1937787428,0.2106770291,0.3302809341,1.0508823226,0.9427657212,0.989630082,0.8740305566
ENSG00000100784,0.1501926884,0.4300178807,0.5356207135,0.6683695658,0.3817094774,1.0198394536,0.4302983341,-0.4729608142,0.7028613548,0.3185736465,0.2946776554,0.2890755623,0.7678307583,0.4811833995,-0.2155084852,0.4657916317,0.3447605879,-0.1328780683,0.5605993218,0.593735296,0.3281684397,0.3920781563,-0.22316412,0.4439885395,0.5777998968,0.8883364405,-0.3319738244,0.5504209008,0.776729135,0.3937159887,0.5444480125,0.2243643804,0.805861088,-0.2897368684,0.3795468491,0.6726989676,0.5546360412,0.017683677,0.0880608402,0.4742384346,0.5349261977,0.6625992716,0.4994974282,0.8934435853,0.6191147108,0.130466911,0.2885777467,-0.2415444624,0.3856388802,0.8899684276,0.5989894962,0.7739180048,0.5812487759
ENSG00000101266,1.2490248364,1.4957411688,1.4900402312,1.4781911909,1.258244605,1.3290871971,1.3877313375,0.9493372252,1.3499042219,1.3923528872,1.2725179552,1.0674550197,1.3531889596,1.4604377247,1.1590870203,1.1496066196,1.2054949319,1.0910501358,1.1379185147,1.5343354448,1.4321166723,1.3071258928,1.7341762998,1.3322404616,1.1460474976,1.323084405,0.6614503491,1.3752896704,1.2044576378,1.0327218832,1.8986086514,1.3490792181,1.3952040796,1.408721307,1.435537007,1.3187436934,1.2842882965,1.3957357052,1.8457192753,1.3652830051,1.4332924147,1.4841972148,1.7157067864,1.4403410203,1.3957496583,1.3686568578,1.1073682219,1.052484422,1.2036750388,1.5557865937,1.4628703152,1.4679607266,1.4954718549
ENSG00000167601,1.1197417915,0.7957751437,1.258782367,1.5250943759,0.9196563815,1.5460148618,1.6027476893,0.1362043047,1.2009870668,1.3671220619,1.2578240336,0.8101978843,1.5583142404,1.0955312268,0.6110351388,0.7867609055,0.8746078321,0.6788670481,1.0001119565,0.6023510626,1.865294013,0.8624023574,2.0063149474,1.2555024894,0.9567230112,1.551935975,-1.1127362725,1.3830397671,0.6965949494,0.8831450353,0.4698476159,1.415493776,1.6020539175,1.0645840501,1.2506527248,1.1775707752,0.9985842307,1.6677932548,-0.7064237146,0.7723411235,1.299145915,1.3466813433,1.2833908513,0.5802325147,0.9697872887,1.6939228289,0.628826218,0.1662512036,0.7271904529,1.4837400719,1.7091354472,1.4064181478,1.4625090671
ENSG00000142186,1.4913712782,1.6112676433,1.7083579021,1.8645014502,1.7577064003,1.8035782352,1.7206169333,1.6369992029,1.6510700457,1.7990685338,1.8264116157,1.4393421637,1.7623295799,1.675264489,1.5393135399,1.4887977064,1.5858089657,1.3791736884,1.4852819953,1.689847237,1.8107664474,1.7085586357,1.7705948181,1.8707000289,1.5014449672,1.7999066825,1.2648574704,1.7069692271,1.4253534498,1.4334434921,1.7657181037,1.6654327148,1.8624923962,1.8326864962,1.9046285831,1.680538235,1.589027437,1.8380484737,1.5997865057,1.8662481232,1.8471374968,1.7210698367,1.9514690921,1.8512626404,1.7041964801,1.7895480685,1.5290012357,1.4199285668,1.5462530516,1.7977344083,1.839677074,1.8557897101,1.7807077969
ENSG00000170209,-1.1043881441,-0.4017762314,0.3792201607,-0.1897226131,-0.5354210351,-0.7641444344,-0.6337338887,-0.9527541068,-0.5482696046,-0.1815390083,-0.0177118153,-0.673177885,-0.5415460477,0.3410461844,-0.5997665909,-0.5186371846,-0.7188077098,-1.4674779947,-0.3741178703,-0.9005306071,-0.7992541433,-0.6101413093,-1.7286625748,0.2162894495,-0.1321337557,-0.5980688206,-1.0848731625,-0.1695504951,-0.7001430927,-0.5434749237,-2.4010449428,-0.6917633943,-0.1912349352,-0.3771536095,-0.0790872939,-0.2839439257,-0.8050947194,-0.5733368841,-1.0857097998,0.5825040122,-0.088387197,0.0560302823,0.2327925168,-0.4373514116,-0.0341822288,-0.6857092972,-0.6525544932,-0.7530115461,-0.2078241368,-0.1839427071,0.2644473331,0.5329675888,-0.0849958223
ENSG00000065243,0.7162847843,1.237280508,1.1681761627,1.318700099,0.6733241125,1.0829407895,1.2605382133,0.711026828,1.1290423676,1.248663715,1.1157220707,0.5237107355,1.0911358997,1.144543692,0.7236025255,0.6299311401,0.5544976132,0.5486663604,0.6194338411,0.68109154,1.1768119569,0.6127796415,1.2985714379,1.148520951,0.604204611,1.1059327865,0.3276379199,1.2399040329,0.7729953576,0.4779529467,1.1137004666,1.1152044349,1.2991223426,1.0980303751,1.2729880648,1.2628669707,0.9283346773,1.0904951094,1.1081549962,1.1311410311,1.3237612724,1.3054782192,0.9644083332,1.1206505296,1.1366328897,1.1042364419,0.5340992468,0.7856574523,0.5941179371,1.275821987,1.294496701,1.2740131053,1.3007154852
ENSG00000074966,-0.5596559394,0.1369072282,0.088389024,-0.3258387271,-0.5132887358,-0.5486084421,-0.0707073077,-0.0380466341,-0.0195880595,0.5255931279,0.9787436884,-1.2874760956,-0.4743163736,0.0421392898,-0.1473317064,-0.8323535788,-0.9698589368,-0.7330610002,-1.1876381901,-0.8036466349,-0.4801596623,-0.6868023802,-1.4065006086,-0.1699979621,-1.1785522798,-0.4485672145,0.3588122259,-0.1528179613,-1.0952611229,-1.3404373156,-0.5555543028,-0.0633348779,-0.3240142863,-0.0651350691,0.1448467552,0.5155524775,-0.3533899646,-0.1491662368,0.2729309564,-0.0395685649,-0.6699942021,0.0321808215,0.2591558111,-1.5561537936,-0.0348138459,-0.1810659705,-1.2449102829,-0.5016942191,-0.8433641095,0.1637837299,-0.2458812938,0.4316348582,-0.1812250753
ENSG00000137601,0.4420398855,0.4236178033,0.412778295,0.802459127,0.6795468322,0.6372762868,0.6106167204,0.0504312818,0.4590723955,0.5846958035,0.4368389166,0.5544644923,0.6603512235,0.3816308417,0.2295944653,0.6479475304,0.5923439775,0.2188705652,0.6670554014,0.2624740589,0.7729205461,0.6504331267,0.8484603311,0.6076425911,0.6937186537,0.6422964962,-0.6656396566,0.6077637537,0.7210250361,0.517156576,0.906902747,0.5508161288,1.5286255536,0.5723224929,0.7112371819,0.4445080906,0.4709679036,0.7099931939,0.7055512883,0.7541051791,0.8242515965,0.6528846091,0.9408240043,0.9136242177,0.4684820374,0.7517514941,0.4980204397,0.0370350827,0.6609131873,0.8009839638,0.855564876,0.8513971221,0.7361588173
ENSG00000106799,0.6183810071,0.8856428899,0.7125947555,1.1416288569,0.2296930559,1.0711516886,1.0040544058,0.4943706148,0.9533069321,1.1348323157,0.9581283056,0.3960399331,1.2232184009,0.6383870767,0.5719971336,0.6493143077,0.3072660308,0.3151888385,0.4152170256,0.5599722727,1.3235129771,0.3557554622,1.3163664252,1.0110965377,0.3287978206,1.0477852173,0.6649833882,0.9170596261,0.8120479806,0.2723944203,1.3814980348,0.8833972766,1.069117668,0.6103750537,0.876524847,0.9280041468,0.935272543,1.4304183291,0.8599132812,0.9442413484,0.8994872044,0.9471338976,1.08273502,0.9357276598,0.8778155086,1.2780011622,0.3354735612,0.4189514742,0.5648354303,0.9770798081,1.0322168072,0.9917794411,0.9331327777
ENSG00000105221,1.636265495,1.8287186153,1.8501920525,2.0676430533,1.6634261019,1.8403064919,1.9243707847,1.7138381933,1.7489572953,1.8237132405,1.8139900316,1.3845471815,1.8668957882,1.8296025662,1.6617167908,1.4088108845,1.455844529,1.4646045194,1.4616997548,2.0075359722,1.8651993139,1.498378599,1.9489244009,1.9289671048,1.4873316383,1.8520116832,1.3852246281,1.8999419045,1.4725559662,1.3475264789,1.7787187226,1.8531863455,1.9365250922,1.8628873844,2.2204405584,1.7745283098,1.6214886215,1.8671707041,2.0117356329,2.0135229664,2.0747363637,1.9531919214,1.9533024569,2.1907974565,1.7421290068,1.8296460312,1.3801057067,1.5372966995,1.428924414,1.9835167414,2.0591881485,2.0932903582,1.9755695386
ENSG00000136098,0.8300583773,0.7754923234,1.1228427225,1.350437159,0.9723251617,1.0871710687,1.3234287745,0.7241974389,1.2981184351,1.2529599511,1.1718249362,0.991896053,1.1185696171,1.0667866043,0.9794401142,1.2143011324,0.818047925,0.6444949377,0.9514533533,0.5823048212,1.2135102972,0.8511217762,1.0304887018,1.2106306575,0.8837998095,1.0876295058,-0.0616056399,1.2815057129,1.3149687571,0.9576994956,0.6731086597,1.1040565393,1.5093096069,0.7034739154,1.1427917261,1.291113066,0.8909581277,1.2492194181,0.6572075625,1.016019561,1.2110173315,1.1471841021,1.6553967883,0.7560621722,1.0224522174,1.2385557769,1.0628218791,0.7773654471,1.0176109748,1.1628052826,1.3602793144,1.3344719685,1.1783969714
ENSG00000135446,1.4862245336,1.6699205943,1.7415762343,2.007198929,1.2639372283,1.6821434788,1.8257791093,1.3094558538,1.6566427779,1.7982716969,1.7058606659,1.1462066809,1.7375290058,1.7191856623,1.4932905132,1.271251258,1.1828668997,1.2697902732,1.2120334789,1.3377635441,1.7711450097,1.2155221662,2.1499658696,1.7268835511,1.2173834196,1.7277671631,0.7199352976,1.8194673315,1.3177728605,1.142805512,2.1915946993,1.7960108102,1.8645545583,1.9044830968,1.8177759102,1.6206751495,1.5668028522,1.7842582371,2.0981382768,1.8626216936,1.9958446089,1.7978579287,1.5316387975,1.4885321404,1.6404394326,1.7875477496,1.1401901704,1.4785358241,1.2745485273,1.8236597723,1.9906887999,1.9043217882,1.9760311228
ENSG00000152495,-0.9508492334,-0.403858598,-0.8195378398,-0.3158121137,0.7275682829,-0.4454816547,-0.5517021221,-0.5592609146,-0.1422432809,0.0480419748,0.070687316,0.3851399915,-0.1815322699,-0.7133512793,-0.6277075735,0.0388545234,0.5075402006,-1.4485543033,0.8486364205,-1.5232191865,-0.6663068656,0.7430248852,-0.259420125,0.0607632068,0.9455600602,-0.4439291548,-0.1214491546,-0.531086706,-0.0966226014,0.7368939923,-1.0540044851,-0.2836208352,-0.5135701664,-0.7235132672,-0.4222143859,0.2255797699,-0.3577261981,-0.5263540323,1.2671081169,-0.0799622886,-0.2979512804,-0.1227138029,1.5451256722,1.7339740749,-0.6006462482,-0.5735680115,0.4331040396,-1.1607636073,0.3176024309,-0.2745694594,-0.2257574451,-0.3824646324,-0.1723396786
ENSG00000072518,0.9326564976,1.6068002015,1.5510851029,1.255178924,1.1881327095,1.1672031761,1.0458913266,0.734359115,1.2901949216,1.2901507901,1.3713160007,0.8094377828,1.1469718049,1.5352768844,0.9184458548,0.858726613,0.9774915463,0.8594151559,0.9522291278,0.9819838676,1.1683472286,1.0867928024,0.9489841261,1.3435956118,0.9985743619,1.1603820855,1.160346203,1.1795492069,0.9898267597,0.8633384037,1.2225524816,1.0183481077,1.212882659,1.0723807244,1.3359070203,1.297985714,1.0716148021,1.1646951838,1.1675701534,1.3406095139,1.1078697504,1.4056380733,1.1637170092,1.3638558783,1.3601941893,1.1148046418,0.9278948611,0.9423453911,0.9054203997,1.3364594806,1.2105695709,1.3145377917,1.3142668581
ENSG00000171105,0.9331258588,0.5176228681,0.9929496731,1.3592835818,0.7324005326,1.0795854834,1.0636971582,1.0940973494,1.0688536225,0.8876100166,1.6284241972,0.5347926245,1.1178903753,0.9880208838,0.860597931,0.6627824936,0.6142876139,0.9408995021,0.5476210642,1.0013957406,1.1340520917,0.6800121565,0.6881526893,1.1759017421,0.5426135818,1.0219230045,-0.2720186551,1.1031005384,0.7882846729,0.4848808254,-0.2669228686,1.0384290972,1.2477510342,1.1857175686,1.2078367272,1.0614284904,0.9018566391,1.1964503267,0.979944915,1.1963241467,1.551684765,0.9412071908,0.8728036313,1.112831167,1.0662559101,1.0673339927,0.5993743726,1.3661567693,0.7160438993,1.1782481201,1.2448794432,1.2892512531,1.0180382682
ENSG00000160145,1.0408619028,1.1844861103,0.7914579027,1.3996015372,1.6873915415,0.9581203745,1.2892722789,0.810570332,1.0526260897,1.0736647011,1.2841887856,1.0515473597,0.6978354789,0.757953348,0.7042529852,0.8792653134,1.4765844029,1.0061927613,1.1273230888,1.1009880165,1.5940711338,1.6863310009,-0.385382952,0.8349115082,1.1064269783,1.0651849718,-0.8449361317,1.2115159044,0.7166330089,1.0438230315,0.6468756166,1.2277720775,0.945032238,1.0717013887,1.1231380402,1.1270677558,1.2380894691,1.980454608,0.6087068457,1.1538310959,0.8317328747,1.2600509975,1.34331899,0.5233137626,0.8438899727,1.7443882093,1.1901822931,0.7291632466,0.8629792037,0.6893687226,1.1216904472,1.0923174211,1.3403160033
ENSG00000115085,0.0929478559,0.4951381654,0.3774437101,0.4911088271,-0.1048917067,0.1399032566,0.5580232775,0.4757395936,0.6151254255,1.2708119729,1.7635647713,-0.2393684295,0.1857084143,0.4545793253,0.268221074,-0.062012708,-0.2855102689,-0.2661099206,-0.1394293627,-0.2073533382,-0.0788186355,-0.2203095479,-1.1939326145,0.6847607545,-0.2262181964,0.1647126275,1.3894562028,0.5399766755,0.1974345359,-0.1486284165,-0.5298889066,0.7271903662,0.4858838526,0.0097050167,0.797252822,1.2068884759,0.5149567864,0.3886166547,0.1965278537,0.3867124167,0.1329553705,0.6991880334,0.7169518283,0.1312485399,0.4444494452,0.4928470731,-0.1904588122,-0.1807353094,0.0705739125,0.4831096649,0.5117660453,0.8428779591,0.6088432018
ENSG00000107968,0.8946341579,1.2016673167,1.3552997618,1.1815419586,0.425233252,1.32899974,1.5315976414,0.711267378,1.0283678398,1.775839823,1.5500752026,0.3295415216,1.1298339526,1.396609027,0.7478198287,0.5243013025,0.313886876,0.5156965706,0.4085493494,0.3957675558,1.348101558,0.3682571477,1.1528782101,0.9597065,0.2634801559,1.3060399492,1.0255504185,1.4336371926,0.7996139318,0.215607591,1.2335460901,1.6530480028,1.6021420621,1.0844565318,1.1693778743,1.190515391,0.9238575538,1.5381988143,1.7415935684,0.8297014073,0.9570393535,1.2102219363,0.5280615267,0.0219198837,0.9668027063,1.5122433127,0.3568287733,0.4075322186,0.5053915518,1.3053898401,1.1153311829,1.5051198919,1.1490967429
ENSG00000231274,1.0875772596,-1.0336462461,-1.4428006772,-0.6893353528,-2.8051578271,-0.8155848004,-0.172988562,-2.1779380924,-1.0583445772,-0.4057315018,-2.3477992551,-2.6102699758,-1.1612225334,-1.426060572,-1.1795342242,-2.6792961464,-2.7804271718,-0.0514906649,-2.6178382604,0.0197608779,-1.8070946254,-2.8568340858,-1.3847238831,-1.3027149959,-2.782423131,-0.9246255887,-2.8371157955,-0.1837175713,-2.3946342707,-2.8229644189,-0.5988770446,-0.0629811284,-1.3092476544,-1.8336172251,-0.3906446659,-0.9126507552,-0.7498647632,-1.5044517721,-2.7862161958,-0.9414972721,-1.9903929145,-1.0593966862,-0.5898043372,-0.695775265,-1.0883129714,-1.0360509376,-2.7079203432,-1.5662388248,-2.6089226932,-0.6237910177,-0.8316931651,-0.6283278711,-0.7057547874
ENSG00000156873,1.0738888679,1.3747761267,1.4736904828,1.462849865,1.4166437149,1.3589964456,1.2935281676,1.3759659647,1.4907833226,1.5328616244,1.6023571316,1.0852813095,1.3786647002,1.4633774794,1.3509490338,1.1974191567,1.2266486356,0.9127809182,1.1607664165,0.9374207854,1.2868264242,1.3564977902,1.2780169651,1.649281932,1.1902132764,1.3648539592,1.1056277902,1.3917590417,1.1605383659,1.0868600305,1.4461975524,1.2931062853,1.4804148415,1.4257991818,1.7000491417,1.5031291494,1.3280018828,1.3645973155,1.4247769408,1.6383599734,1.4130218043,1.4511846213,2.2967408357,1.6317097088,1.4319279886,1.3671983939,1.1862029613,0.996871047,1.2953313373,1.4562827768,1.4504227228,1.6011845631,1.4305346637
ENSG00000108984,-0.1335415781,0.3289412952,0.1492720144,0.1706488874,0.2775407706,0.0221124493,0.4763426716,0.2151376559,0.9390682104,0.2953730451,0.7885836504,0.0621600392,0.2422719518,0.1829491072,0.2731233988,0.3978871893,0.1452690947,-0.3334778768,0.0881918474,1.1634650493,0.2295947222,0.283730309,-0.0417871976,0.3496159362,0.044205816,0.1252717641,0.8619139959,0.6135373067,0.5989297819,0.0142269061,-1.9713158297,0.5396816866,0.7322818863,-0.0449148607,0.3047654758,0.6621432878,0.2348429504,-0.0325999339,1.2874459302,0.429294656,0.2083869901,0.2825442473,0.2731022573,0.5380640954,0.4094100992,0.2801594322,0.1528465474,0.4783757049,0.3333015119,0.2252473682,0.7223816607,0.4750494079,0.1509264095
